fold_change	p_value
221941_at	-0.143177178005971	1
221942_s_at	0.831302064894569	1.46511827051062e-05
221943_x_at	0.108291672788862	1
221944_at	-0.348369005842981	0.867793696484448
221945_at	0.451307827203211	8.46756584379632e-07
221946_at	0.0975139538160157	1
221947_at	-0.247063178761985	0.0118042773768127
221948_s_at	-0.187907453093256	1
221949_at	-0.294949346235853	0.318707603667724
221950_at	-0.946903446952783	0.221259960486744
221951_at	-0.49782401179379	7.34361883938599e-08
221952_x_at	0.0798534882514126	1
221953_s_at	-0.596073284928854	6.57004262044631e-11
221954_at	0.348111364515773	4.33035308933278e-05
221955_at	0.00310424063637837	1
221956_at	-0.408249267372772	7.5320016586536e-08
221957_at	0.147182565901736	1
221958_s_at	-1.15266888193116	6.66530711230293e-11
221959_at	-0.00624449280435257	1
221960_s_at	0.155156669012623	1
221961_at	-0.306225454656439	0.000426909202676376
221962_s_at	0.0028813554966014	1
221963_x_at	-0.219493577413409	1
221964_at	0.237548771896754	0.0258023216109377
221965_at	0.141361344815823	1
221966_at	-0.287655012552412	0.00284252094821434
221967_at	0.0988199580308917	1
221968_s_at	-0.262666343455945	0.00518085444557908
221969_at	0.0599186539797105	1
221970_s_at	0.0588086418248981	1
221971_x_at	0.0599638507079696	1
221972_s_at	0.357553770111368	0.00047723162721919
221973_at	1.04755374421514	2.56103367112463e-11
221974_at	-0.430076387486703	1
221975_s_at	-0.124148200394639	1
221976_s_at	0.0200992484084854	1
221977_at	-0.139461403895961	1
221978_at	1.63986834260269	9.44833502986412e-15
221979_at	-0.456798460588776	5.93841766167424e-12
221980_at	-0.123134653174414	1
221981_s_at	-0.301462817217529	3.25594532549537e-05
221982_x_at	-0.0449590391693153	1
221983_at	0.222578077724286	1
221984_s_at	0.2074673511962	1
221985_at	0.0169383866096684	1
221986_s_at	0.283869378448402	1
221987_s_at	0.560553434967578	8.74305788787291e-12
221988_at	0.255973065552118	0.900643174002334
221989_at	0.81444549854803	3.85347472335096e-12
221990_at	-0.690412679567462	8.64578778680072e-07
221991_at	-0.0783389333761182	1
221992_at	0.0977120507233646	1
221993_s_at	-0.0919700531937893	1
221994_at	0.058824055379977	1
221995_s_at	-0.184081804152579	1
221996_s_at	-0.1085503154383	1
221997_s_at	-0.0783221472892555	1
221998_s_at	-0.149730779970685	1
221999_at	0.11995633500913	1
222000_at	0.0790384980610099	1
222001_x_at	0.429998810560406	0.000145479272038656
222002_at	-0.0398925802732442	1
222003_s_at	0.586233316464329	4.43599551322308e-05
222004_s_at	-0.0653190857188908	1
222005_s_at	-0.0778940407421072	1
222006_at	-0.562149413386488	2.54051318822613e-14
222007_s_at	-0.18277173318952	0.606058251978642
222008_at	-0.0526497427143378	1
222009_at	-0.32230312416725	0.000741593520721385
222010_at	-0.288227733202637	0.00396772502591315
222011_s_at	-0.436117367105727	0.000232330691269743
222012_at	-0.287774831030885	0.000499524129554887
222013_x_at	-0.435829006900323	4.99714483342388e-14
222014_x_at	-0.207060760695954	1
222015_at	0.122436045404929	1
222016_s_at	-0.0281397682857838	1
222017_x_at	0.0821166165697891	1
222018_at	0.862939300695966	5.63165983371999e-13
222019_at	0.0269174772375038	1
222020_s_at	0.707395877360345	0.178866393126396
222021_x_at	-0.109586771266382	1
222022_at	-0.05613320762893	1
222023_at	0.119014637644383	1
222024_s_at	0.411631903685375	2.2522492951996e-05
222025_s_at	-0.564029387062813	4.07145730945452e-05
222026_at	0.63215413537393	2.25739590764982e-08
222027_at	0.124371034131432	1
222028_at	0.263138578087924	1
222029_x_at	-0.0609786307551747	1
222030_at	0.14691338963116	1
222031_at	0.199831411746309	1
222032_s_at	-0.00546387102797841	1
222033_s_at	0.955306107720007	0.000527407120920268
222034_at	0.643740647101539	3.27411905326372e-12
222035_s_at	-0.00856986080171218	1
222036_s_at	0.316256076065596	0.0596535423254254
222037_at	0.145711633448509	1
222038_s_at	0.0729621139317556	1
222039_at	0.652362122101027	4.55207307866826e-10
222040_at	0.368935536194804	0.00103136689178782
222041_at	0.0443220309266108	1
222042_x_at	-0.123995729592592	1
222043_at	0.952758564535636	0.000253881778052621
222044_at	0.10165522008126	1
222045_s_at	0.0970191577902071	1
222046_at	-0.173114724015744	1
222047_s_at	0.0987027440976238	1
222048_at	0.126795431949506	1
222049_s_at	-0.229305721533112	1
222050_at	-0.191030976936435	1
222051_s_at	-0.0596151973793675	1
222052_at	0.067033957414651	1
222053_at	-0.0391891132030362	1
222054_at	0.0382910535712835	1
222055_at	-0.131503715717741	1
222056_s_at	-0.562076613847973	9.37611115657054e-08
222057_at	0.105194542054564	1
222058_at	0.365393345326081	0.000497427678276236
222059_at	-0.243537132247322	0.0106752890963519
222060_at	0.441482221322293	1.47531923054962e-07
222061_at	0.533014772905998	1.14215593474826e-06
222062_at	1.33565476556869	3.3296631065415e-12
222063_s_at	-0.130365781645588	1
222064_s_at	0.061564328888573	1
222065_s_at	0.290703735920363	0.000351190870564788
222066_at	-0.243185255050801	0.000153561377984663
222067_x_at	0.183032065633633	1
222068_s_at	-0.283067926076572	0.0227779754345624
222069_s_at	0.0120987156861543	1
222070_at	0.113054658734976	1
222071_s_at	-0.302510014762099	1
222072_at	-0.242470092499514	4.92497673714123e-07
222073_at	-1.60451258732582	1.5317457968915e-09
222074_at	0.298552219052058	0.0977571700751673
222075_s_at	0.284193582234987	1
222076_at	0.115611331323077	1
222077_s_at	0.858081892620553	8.04421277116921e-12
222078_at	-0.91296582248742	1.1387803002408e-06
222079_at	0.12226326553851	1
222080_s_at	-0.334869657084385	8.17072061778691e-06
222081_at	-0.0396568196712561	1
222082_at	0.0312905445834004	1
222083_at	-2.27324205892494	1.18837199315863e-12
222084_s_at	-0.0530241208028901	1
222085_at	0.0658453783299895	1
222086_s_at	-0.0407470489725008	1
222087_at	0.989580799931669	1.31988675533021e-15
222088_s_at	1.80470057700409	1.90477102544029e-11
222089_s_at	-0.0980717001688785	1
222090_at	-0.167580468613364	1
222091_at	-0.0857322593447689	1
222092_at	-0.0993476244128741	1
222093_s_at	-0.0258588969176543	1
222094_at	-0.09331508211881	1
222095_s_at	0.131889701027074	1
222096_x_at	-0.455115464354735	3.11378605062471e-09
222097_at	-0.0369577984840408	1
222098_s_at	-0.165612343673963	0.168763333519763
222099_s_at	0.0424100283586846	1
222100_at	-0.0991083890885096	1
222101_s_at	0.388612918174988	1
222102_at	-0.644402398704203	1
222103_at	0.229579624016807	1
222104_x_at	0.185204786275886	1
222105_s_at	0.317771544275508	6.2575989883336e-05
222106_at	0.451119168379759	1
222107_x_at	-0.21238481144445	0.204529115197397
222108_at	-0.237196902332542	1
222109_at	-0.16226134704053	1
222110_at	-0.0505185962235717	1
222111_at	-0.0904708672221108	1
222112_at	0.1046893029153	1
222113_s_at	-0.165088060572488	1
222114_x_at	-0.0927032906829091	1
222115_x_at	-0.161489129806362	1
222116_s_at	0.277342907070798	1
222117_s_at	-0.0707167143434759	1
222118_at	0.11311542728303	1
222119_s_at	0.134778731466541	1
222120_at	0.130072496940131	1
222121_at	-0.347427482378966	5.07011070273704e-08
222122_s_at	0.190903494664407	1
222123_s_at	-0.395340257569761	0.000481351881744389
222124_at	-0.185211427057896	0.514451636676663
222125_s_at	-0.305660458004379	6.06135344008271e-05
222126_at	0.179909088879355	1
222127_s_at	0.369483978719986	3.61098026786068e-09
222128_at	0.106808742287875	1
222129_at	0.448222194736704	1.4914219328571e-06
222130_s_at	0.111344643297221	1
222131_x_at	0.0786850948185265	1
222132_s_at	-0.138256443061059	1
222133_s_at	0.355063827720539	6.10448744579551e-05
222134_at	-0.377929396115126	1
222135_at	-0.155083098141911	1
222136_x_at	0.142040798380722	1
222137_at	-0.0702315305058256	1
222138_s_at	0.307405778520131	0.00280458972831535
222139_at	1.98737201028329	1.46222547150824e-12
222140_s_at	-0.718039405204953	8.14839689540854e-08
222141_at	0.0667269949318006	1
222142_at	0.340856341328197	0.00113258922613862
222143_s_at	-0.308083758383794	9.47430113360329e-08
222144_at	0.0367073840741501	1
222145_at	0.27988526301324	1
222146_s_at	1.10575029688445	1.02734974237607e-08
222147_s_at	0.246381258164273	0.00735850257175028
222148_s_at	0.0286155343704468	1
222149_x_at	0.0605831735091646	1
222150_s_at	0.817856989330436	9.00108751503471e-12
222151_s_at	0.168909479843707	1
222152_at	0.374426138434199	1.38732584983696e-06
222153_at	-0.047106689860188	1
222154_s_at	0.110855560176224	1
222155_s_at	0.27093331642241	1
222156_x_at	-0.0631805734778919	1
222157_s_at	-0.453782611283086	4.41625309564143e-10
222158_s_at	0.345816752747608	1
222159_at	0.250614283072954	1
222160_at	0.128903807840947	1
222161_at	-0.310035706986057	1
222162_s_at	0.472862134505496	1
222163_s_at	0.400630461231112	5.06360592909734e-05
222164_at	0.648485993588412	0.00591834807875891
222165_x_at	-0.0590629868410417	1
222166_at	-0.0317872055719821	1
222167_at	-0.1196372384583	1
222168_at	-0.0627588634067746	1
222169_x_at	-0.0438816565963558	1
222170_at	-0.283088850956035	7.09170029460012e-06
222171_s_at	-0.376888729922081	2.8487479219091e-08
222172_at	0.0820747536174409	1
222173_s_at	0.511865328450664	0.000134064329028412
222174_at	0.0515815119862855	1
222175_s_at	0.321442519696227	0.00370456941390238
222176_at	0.0649854938709824	1
222177_s_at	-0.0501704564649206	1
222178_s_at	-0.0944250650110234	1
222179_at	-0.102598513127699	1
222180_at	0.336853139991012	1
222181_at	-0.0103992472089391	1
222182_s_at	0.54601007211641	5.76732378114459e-11
222183_x_at	-0.390332870407539	8.28172804153871e-11
222184_at	0.0159538081628039	1
222185_at	-0.0631621473557109	1
222186_at	0.428620084393041	0.00134158135565452
222187_x_at	-0.00580841744968463	1
222188_at	-0.0919254922201023	1
222189_at	-0.213713874064811	0.0181900757208576
222190_s_at	0.0257639710712212	1
222191_s_at	0.226595292242754	1
222192_s_at	-0.361468348807431	4.29226620601353e-05
222193_at	-0.24822074580205	0.000151058236868534
222194_at	-0.150312160599021	0.371275562548169
222195_s_at	-0.0257076776988736	1
222196_at	0.675587660699728	1
222197_s_at	-0.282095134911404	0.000776682523165683
222198_at	-0.04356609513012	1
222199_s_at	0.140111397984422	1
222200_s_at	-0.0446265176126097	1
222201_s_at	0.190487239693598	1
222202_at	-0.110745826797612	1
222203_s_at	0.196184591254431	1
222204_s_at	0.472557344828817	7.82732325811259e-08
222205_x_at	-0.176368618943695	1
222206_s_at	0.33324751921539	4.72046657250419e-06
222207_x_at	0.19226935179293	1
222208_s_at	0.077217326701188	1
222209_s_at	0.480620335653215	2.4714870777947e-05
222210_at	0.0666156882313143	1
222211_x_at	-0.12754580406189	1
222212_s_at	-0.113955005311297	1
222213_x_at	-0.0569485753932231	1
222214_at	0.462431495377747	0.00663903038095996
222215_at	-0.00665776375675797	1
222216_s_at	0.134280741404442	1
222217_s_at	0.93286046143619	1.83260687380126e-11
222218_s_at	0.789539675133194	3.37550351695143e-11
222219_s_at	-0.158983343126323	1
222220_s_at	0.0277915782086646	1
222221_x_at	-0.159955085117999	1
222222_s_at	-0.00834225303117631	1
222223_s_at	-0.118359024290613	1
222224_at	0.0318426662036404	1
222225_at	-0.291146656069226	0.000115547050905219
222226_at	-0.119630249453297	1
222227_at	0.00124414518821769	1
222228_s_at	-0.0853477620413683	1
222229_x_at	0.0652803278034977	1
222230_s_at	-0.137580532942399	1
222231_s_at	0.127945796080281	1
222233_s_at	0.616974889264655	3.29645782406339e-06
222234_s_at	-0.142556212347249	1
222235_s_at	0.904802274722482	3.74810226572237e-13
222236_s_at	-0.69084922238723	7.75653447775381e-07
222237_s_at	-0.0611448837634843	1
222238_s_at	0.114850473466885	1
222239_s_at	0.184163328287886	1
222240_s_at	-0.148015135766473	1
222241_at	-0.193302968791255	1
222242_s_at	-0.202359790370694	1
222243_s_at	-0.0385429810532862	1
222244_s_at	-0.0583990420014651	1
222245_s_at	1.14901021870301	1.61195259105596e-11
222246_at	0.0294333461086582	1
222247_at	-0.0965975646911121	1
222248_s_at	-0.556910460796023	7.74056881178998e-09
222249_at	0.0126607098314149	1
222250_s_at	0.382429456831243	0.000368178773261266
222251_s_at	0.120277764520663	1
222252_x_at	0.0664869529718972	1
222253_s_at	-0.0286068846745176	1
222254_at	0.037250353450029	1
222255_at	-0.0303218433783838	1
222256_s_at	-0.0851058353968499	1
222257_s_at	-1.42529461978037	0.00298142607802193
222258_s_at	-0.364752197717758	1
222259_s_at	-0.100902503254362	1
222260_at	-0.114197545879049	1
222261_at	0.0663040652725257	1
222262_s_at	-0.229411498457093	1
222263_at	0.707887570859238	5.92501144566258e-12
222264_at	-0.0843733691407555	1
222265_at	-0.188631215393736	1
222266_at	0.369763026018994	0.000224998076191148
222267_at	-0.16189745703447	1
222268_x_at	-0.281866436823214	0.0112300007719325
222269_at	-0.249221347170423	0.229864587153412
222270_at	-0.15266395188198	1
222271_at	-1.37675614419212	8.4344871628593e-10
222272_x_at	-0.167134973869	1
222273_at	0.193115584950336	1
222274_at	-0.190941805441796	1
222275_at	-0.10396139392101	1
222276_at	-0.100770623691075	1
222277_at	-0.193018788866299	1
222278_at	-0.258355283027692	0.00111882748220346
222279_at	0.656351711332846	7.34302670566351e-10
222280_at	-0.380672854195771	6.26311561010473e-09
222281_s_at	1.25099171861474	7.14728575033933e-05
222282_at	0.19341367974922	1
222283_at	0.0357533665754395	1
222284_at	-0.0800635243967474	1
222285_at	-0.0837498472144143	1
222286_at	0.00141858524850225	1
222287_at	-0.0335718997268093	1
222288_at	1.82739183003925	2.50895482457384e-07
222289_at	-0.164366461825568	0.0826633101152835
222290_at	-0.107927582321896	1
222291_at	0.0387656204923292	1
222292_at	0.76331801522509	1.34224802191783e-08
222293_at	-0.779856214307476	4.53800813381683e-11
222294_s_at	0.789445555832978	1.17411815038009e-06
222295_x_at	0.0423941848847216	1
222296_at	-0.0867489966159591	1
222297_x_at	0.212648384770447	0.00581602133941246
222298_at	-0.103437323373559	0.697938512023107
222299_x_at	0.0135039909895358	1
222300_at	-0.0369277223451681	1
222301_at	-0.268072389356551	2.60303424130775e-05
222302_at	-0.271680332846667	0.000537862147759667
222303_at	0.791566128261171	5.39745257107091e-05
222304_x_at	-0.226908795015602	1
222305_at	0.398332998807571	0.000111012562305582
222306_at	-0.403455195794666	0.000617949534243191
222307_at	0.494782512405444	2.30650615793335e-06
222308_x_at	0.0750837280801369	1
222309_at	0.25680019740409	1
222310_at	0.148555686110766	1
222311_s_at	0.073868710988231	1
222312_s_at	-0.67987934367488	1.04401585822033e-08
222313_at	0.589087997579934	5.08111894829488e-05
222314_x_at	-0.0576184133419151	1
222315_at	-0.362264759103891	1
222316_at	0.397685248187228	0.247778573981855
222317_at	-0.358520993525526	0.537262223123183
222318_at	0.0778753519804543	1
222319_at	-0.200625034009422	1
222320_at	0.623815859392154	0.000671133420752572
222321_at	-0.214497683690254	0.00361575143161447
222322_at	-0.683480045842872	1.06121968000297e-05
222323_at	-0.250034522016427	0.116405892632034
222324_at	0.154475683002586	1
222325_at	-1.15683966699098	1.1558156416551e-07
222326_at	0.664080776161735	0.0245422939352855
222327_x_at	-0.0800825839433044	1
222328_x_at	-0.034710846968911	1
222329_x_at	-0.0659779179025337	1
222330_at	0.00967961086685198	1
222331_at	0.0663756563533822	1
222332_at	-0.0512926591313154	1
222333_at	-0.752801361012931	5.42461992085925e-11
222334_at	0.969233142076956	4.14862773102656e-05
222335_at	0.144087009287676	1
222336_at	0.164994435370379	1
222337_at	0.159884914305945	1
222338_x_at	-0.00323516182870254	1
222339_x_at	0.166121590879116	1
222340_at	-0.23110415682085	3.87223959634485e-05
222341_x_at	0.0428648270779282	1
222342_at	-0.0759708039288758	1
222343_at	0.115641548233003	1
222344_at	0.639703140508204	1
222345_at	0.06134161349748	1
222346_at	-0.0241052932736858	1
222347_at	-0.0757930912287685	1
222348_at	0.363623314390358	1
222349_x_at	0.128368117452153	1
222350_at	-0.313791249930578	2.77973943094467e-07
222351_at	-0.13748830718034	1
222352_at	-0.231168272847521	0.0024178256193045
222353_at	-0.00990993421255526	1
222354_at	-0.33682352862431	0.108201531801329
222355_at	0.00754133452309835	1
222356_at	-0.62136441892928	3.54301737013509e-10
222357_at	0.040113226413478	1
222358_x_at	0.353483509540363	3.55619120319868e-05
222359_x_at	0.0411311047958836	1
222360_at	0.272176699767986	1
222361_at	-0.503650629262895	0.011601262155476
222362_at	-0.117297609035242	1
222363_at	-0.0235259855345715	1
222364_at	-0.061489801740418	1
222365_at	-0.324285768091744	3.17904868781424e-06
222366_at	0.168168198252504	1
222367_at	0.103830418568994	1
222368_at	-0.230543353696063	1
222369_at	-0.0849597070088546	1
222370_x_at	-0.0472958015435081	1
222371_at	0.467904671977585	5.40294310366243e-05
222372_at	-0.783322480711381	6.92151343642157e-07
222373_at	0.02769780448866	1
222374_at	-0.0654713825276758	1
222375_at	0.143641903886436	1
222376_at	0.581465668203683	0.0210351591538724
222377_at	-0.168696206025766	1
222378_at	0.440753644353112	1
222379_at	1.66171443243787	1.96793993805451e-07
222380_s_at	0.655686208825329	4.02465242265653e-07
222381_at	-0.0441743655936113	1
222382_x_at	0.227950482455618	0.000215350627977732
222383_s_at	-0.0987469280568063	1
222384_at	-0.0977969665418001	1
222385_x_at	0.444565546405824	0.00132143328087791
222386_s_at	0.0962143059140299	1
222387_s_at	0.359859084574593	1
222388_s_at	-0.0571541757515988	1
222389_s_at	0.332279596820904	0.000244422348138198
222390_at	0.191422537013619	1
222391_at	0.159731116238104	1
222392_x_at	0.950337153781113	1.99721691411336e-09
222393_s_at	-0.0973428162268233	1
222394_at	-0.467237470566165	5.79682947083702e-10
222395_s_at	0.526408463610501	6.3011062152023e-09
222396_at	0.355679050886244	1
222397_at	-0.0495597930785978	1
222398_s_at	0.345267811080937	2.57864234519851e-11
222399_s_at	-0.00322294055182404	1
222400_s_at	-1.10986145017621	1.67409786869032e-12
222401_s_at	0.250551772365672	0.0422390490817995
222402_at	0.154781711901675	1
222403_at	-1.10158916936073	5.16469863554837e-14
222404_x_at	-0.703864486672087	2.30559928036906e-09
222405_at	-0.800494186404842	3.56448396977601e-14
222406_s_at	0.0262572627813249	1
222407_s_at	-0.112210942228408	1
222408_s_at	-0.0723073243424945	1
222409_at	1.10932407825569	8.56958052119257e-18
222410_s_at	0.0572890318435011	1
222411_s_at	0.289231957308234	0.340171289127206
222412_s_at	0.307515024028166	1
222413_s_at	0.198259708933314	1
222414_at	0.257112349191615	0.226852874883534
222415_at	0.176296418142222	1
222416_at	0.504796809610554	4.2384063540671e-06
222417_s_at	-0.375981443118956	6.50957200751261e-05
222418_s_at	0.510096725298315	1.26016031552406e-11
222419_x_at	-0.197815443132614	1
222420_s_at	-0.0740094267760902	1
222421_at	-0.158226634678893	1
222422_s_at	-0.0343686361938156	1
222423_at	-0.168320300847483	1
222424_s_at	0.0630820275685693	1
222425_s_at	-0.557893575085574	1.38529556286474e-10
222426_at	-0.466339358070337	1.10943758612935e-07
222427_s_at	0.528211626883909	1.14089934463516e-13
222428_s_at	0.434209019394402	6.94045244353121e-09
222429_at	0.375973840451608	4.6430916283e-06
222430_s_at	0.105046904477826	1
222431_at	-0.20257520985829	1
222432_s_at	-0.0272835987055196	1
222433_at	0.445483977052795	0.00871946481436425
222434_at	0.155904737756147	1
222435_s_at	0.532886921110782	1.29380582995292e-06
222436_s_at	-0.0537424058547522	1
222437_s_at	-0.0688489281540665	1
222438_at	0.0372722139085848	1
222439_s_at	0.0438360706848373	1
222440_s_at	0.0539558054088687	1
222441_x_at	0.14746040132172	1
222442_s_at	-0.323915342096444	0.00555388504612036
222443_s_at	0.404799387923749	2.7573182665308e-10
222444_at	0.0788137651986869	1
222445_at	-0.410987303298921	4.81653450868563e-12
222446_s_at	0.102687298937441	1
222447_at	0.0005607700139727	1
222448_s_at	0.0204873970331221	1
222449_at	1.52610263324781	5.8276586900511e-12
222450_at	1.11077351422392	2.00870493769261e-06
222451_s_at	-0.219280785415718	1
222452_s_at	-0.19255480278798	0.00283282389670775
222453_at	-0.0348910254893919	1
222454_s_at	-0.0333000597368276	1
222455_s_at	-0.0252259382277247	1
222456_s_at	0.233050192091238	1
222457_s_at	0.0688643808804095	1
222458_s_at	-0.369562002809509	1
222459_at	-0.369478764672279	0.0712521092943171
222460_s_at	0.0112890690984155	1
222461_s_at	0.0499058872419229	1
222462_s_at	-0.165022541491869	0.312309272165752
222463_s_at	-0.102408786739454	1
222464_s_at	0.290694637208309	0.000138130268981393
222465_at	0.320828326231045	0.0834559735008875
222466_s_at	-0.200292824117678	1
222467_s_at	0.0917836757987605	1
222468_at	0.0515774568891993	1
222469_s_at	-0.336138544656533	0.00121355738535775
222470_s_at	-0.12693064317048	1
222471_s_at	0.328033676537773	0.0335708227908825
222472_at	-0.282430937813714	0.0159776641120095
222473_s_at	-0.0383699199001004	1
222474_s_at	-0.182233984106563	1
222475_at	0.135836211462507	1
222476_at	0.166660255721414	1
222477_s_at	-0.433431953891228	0.426896356922554
222478_at	-0.236281417291034	0.114490345892105
222479_s_at	-0.226935754837994	0.00595138721166857
222480_at	0.260602147501785	1
222481_at	-0.491633531250954	2.92298194349613e-10
222482_at	-0.132902841037371	1
222483_at	0.332467429554741	0.000486279685844152
222484_s_at	-0.833281059703745	0.00607321583714747
222485_at	-0.245530631417624	0.0161990397055184
222486_s_at	0.524973924100425	1
222487_s_at	0.237294142232843	1
222488_s_at	0.408885837237037	3.31744292989219e-10
222489_s_at	-0.135632052680062	1
222490_at	-0.117569815084627	1
222491_at	-0.0328911253711475	1
222492_at	-0.219488409977987	1
222493_s_at	0.133050228083579	1
222494_at	0.447347492837224	9.39418356130589e-05
222495_at	0.10556887194495	1
222496_s_at	-0.664266367886476	6.55382217461446e-10
222497_x_at	0.320080117388425	0.00157612049946372
222498_at	-0.234112050693862	0.0071760732191841
222499_at	-0.307065607267361	0.000137615424788556
222500_at	-0.291993350859722	0.793365140335679
222501_s_at	0.0884776131587932	1
222502_s_at	0.16864837687849	1
222503_s_at	0.658020093904534	2.28267989049614e-14
222504_s_at	-0.0329763444674258	1
222505_at	-0.118308846626223	1
222506_at	0.0694902651508542	1
222507_s_at	0.00723941012516249	1
222508_s_at	0.0423746720807952	1
222509_s_at	0.249963988001927	0.136457557874945
222510_s_at	-0.356067059371669	1.09883606658963e-05
222511_x_at	0.227889609556961	1
222512_at	0.53057167631041	2.54332067143901e-12
222513_s_at	0.591327156276272	0.000160368139808951
222514_at	0.138963099177614	1
222515_x_at	-0.298559429075335	0.000826653672077909
222516_at	0.0482161614350458	1
222517_at	-0.00922771098056607	1
222518_at	-0.270858283089902	0.00766268469787157
222519_s_at	-0.0986577695225188	1
222520_s_at	-0.640779800045598	9.16771143865283e-07
222521_x_at	-0.229280316111982	0.132445386391818
222522_x_at	-0.0811935996573681	1
222523_at	0.15577941027449	1
222524_s_at	-0.105679560668148	1
222525_s_at	-0.0802992610013256	1
222526_at	-0.303316889706537	0.000529503247479685
222527_s_at	0.545101313788498	2.53248458839864e-09
222528_s_at	0.760049097163026	4.80861762274935e-05
222529_at	0.885985599813502	2.92434148408018e-07
222530_s_at	-0.137250364143983	1
222531_s_at	-0.681853729935828	3.20334539719976e-14
222532_at	0.202199104824607	1
222533_at	-0.27676979165698	0.000318887510381598
222534_s_at	0.22726618656788	1
222535_at	0.0503101563940316	1
222536_s_at	1.44769511705479	1.35043015318725e-12
222537_s_at	0.139860974145948	1
222538_s_at	-0.0560695487025384	1
222539_at	-0.246217158041496	0.000136886620123163
222540_s_at	0.0526142572931176	1
222541_at	0.35968435886556	2.98688967520844e-05
222542_x_at	-0.107536047485273	1
222543_at	0.846238525189067	2.00074321272896e-18
222544_s_at	-0.0262005607177951	1
222545_s_at	-0.249361149606173	0.00168174670323941
222546_s_at	0.105162280760745	1
222547_at	1.04410279109587	2.0802684085255e-10
222548_s_at	0.80610930237847	1.30999717086761e-08
222549_at	0.852580407634652	0.400792214085926
222550_at	-0.0930629519496389	1
222551_s_at	0.199292169529573	0.269852713091079
222552_at	0.371825650316358	1.39126415631867e-06
222553_x_at	0.58375007815739	3.2941056448376e-06
222554_s_at	-0.00981746817753404	1
222555_s_at	0.032849945974438	1
222556_at	0.202963489880993	1
222557_at	1.12635496766388	1.34140412040826e-08
222558_at	-0.0718332164012923	1
222559_s_at	-0.261168506386793	0.026164029830425
222560_at	-0.214676887001119	0.0169428023051001
222561_at	-0.285695948588764	9.36771721161863e-05
222562_s_at	0.381377057070522	0.418055690367364
222563_s_at	0.106922636752835	1
222564_at	0.144937309369492	1
222565_s_at	0.232380220427475	1
222566_at	-0.0404833926140942	1
222567_s_at	-0.0760775302787344	1
222568_at	0.0660895531023638	1
222569_at	0.261295241415331	0.503913425775642
222570_at	-0.559185207119361	6.89036887898874e-07
222571_at	-0.100917321394586	1
222572_at	-0.212304784926207	1
222573_s_at	-0.0710289748293267	1
222574_s_at	0.170451422334901	1
222575_at	-0.0474981220599995	1
222576_s_at	0.000901582199611894	1
222577_at	0.110106038498214	1
222578_s_at	0.561973162697228	4.11483044011756e-05
222579_at	0.429000404079749	0.0496665220970413
222580_at	0.234533518335663	0.0677292329152325
222581_at	-0.156646911365767	1
222582_at	0.034242713075189	1
222583_s_at	0.400983724990139	2.9676109347508e-07
222584_at	0.179008372182119	1
222585_x_at	-0.0480680095056485	1
222586_s_at	0.342486862941224	1
222587_s_at	0.085912740986279	1
222588_s_at	0.174327402122638	1
222589_at	-0.0627143339069072	1
222590_s_at	0.0140405683572506	1
222591_at	-0.0152142697810458	1
222592_s_at	1.21852939810215	6.72372853994054e-13
222593_s_at	0.504203551772989	1.42612551089856e-05
222594_s_at	0.411560218956333	1.54826623923592e-06
222595_s_at	0.269514633932633	0.0517316835717703
222596_s_at	-0.145587080220329	1
222597_at	-0.0617247945144683	1
222598_s_at	-0.414648626079913	2.68362675940263e-06
222599_s_at	-0.57456454168539	3.1923783950162e-05
222600_s_at	0.50075421928593	0.000129238685080962
222601_at	0.507830299811471	9.57878032803282e-08
222602_at	0.599690227135169	3.81580663848039e-09
222603_at	-0.836401960381579	7.50874050831205e-07
222604_at	0.0150002100614923	1
222605_at	0.0475127861346074	1
222606_at	0.166018259219297	1
222607_s_at	0.262664172936126	0.084513779116836
222608_s_at	1.55331526576897	7.87644635113377e-11
222609_s_at	0.0523778581897565	1
222610_s_at	0.466324593239441	1.77899757089452e-09
222611_s_at	0.0729965180040777	1
222612_at	0.071901579033482	1
222613_at	0.617971799613282	8.26755446983119e-12
222614_at	-0.233879818518003	1
222615_s_at	0.247871371095838	4.33896207155782e-05
222616_s_at	0.0901207111033058	1
222617_s_at	0.223124386685554	0.0209573647514265
222618_at	-0.149676428867005	1
222619_at	0.156097890802044	1
222620_s_at	0.271261455901252	1
222621_at	0.269057694499582	1
222622_at	-0.280821934301183	0.259564865440918
222623_s_at	0.107185808921713	1
222624_s_at	0.394833623401639	6.42754974240058e-05
222625_s_at	0.0918679552113497	1
222626_at	0.164569946623929	1
222627_at	0.114051116472448	1
222628_s_at	-0.0801487099602349	1
222629_at	0.0497568686513228	1
222630_at	0.419428194508795	3.11343510245753e-05
222631_at	-0.0551857369769362	1
222632_s_at	-0.535973406885016	3.98930326004109e-07
222633_at	0.605906871561441	1.14115511746543e-07
222634_s_at	0.713431815574983	0.000185988283803172
222635_s_at	0.0918456905496807	1
222636_at	0.212583493497649	1
222637_at	-0.130110245849712	1
222638_s_at	-0.0956094349636212	1
222639_s_at	-0.179642287169412	0.127096966804489
222640_at	0.359740819543796	0.00295968437861982
222641_s_at	-0.104569285680051	1
222642_s_at	-0.433494773278695	0.000864495270639566
222643_s_at	-0.133354811754793	1
222644_s_at	0.753800975214473	1.38548121269997e-16
222645_s_at	0.287061984239349	0.000235975414724106
